text,author_id,created_at,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",21509347,2022-11-08 21:22:16+00:00,en
"That's great, the level is below 5 ugr/m3. Temperature is 14.30 C. Wind direction is S. Dust level #PM10 is: 3.95ugr/m3. Dust level #PM2.5 is: 1.63ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",1132632291493187586,2022-11-08 21:19:05+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",132998597,2022-11-08 21:17:32+00:00,en
"続き　大気エアロゾル（PM2.5）予測11月9日（水）
（非常に多いは注意喚起レベル。多いは日本の環境基準値程度。やや多いは大気が少し霞む程度。少ないは清浄。これはあくまで予測です。参考にするしないはご自身の自由。）https://t.co/zlN3snHcu2　
#PM2.5 #大気汚染物質 #AirPollution",211451665,2022-11-08 21:17:29+00:00,ja
"続き　大気エアロゾル（PM2.5）予測11月9日（水）
18‐24時　首都圏、東海、近畿、中国、四国、九州北部、九州南部でやや多い。北海道、東北北部、東北南部、北陸信越、沖縄で少ない。
#PM2.5 #大気汚染物質 #AirPollution 続く",211451665,2022-11-08 21:17:26+00:00,ja
"続き　大気エアロゾル（PM2.5）予測11月9日（水）
12‐18時　首都圏、東海、中国、四国、九州北部、九州南部でやや多い。北海道、東北北部、東北南部、北陸信越、近畿、沖縄で少ない。
#PM2.5 #大気汚染物質 #AirPollution 続く",211451665,2022-11-08 21:17:23+00:00,ja
"大気エアロゾル（微粒子PM2.5）予測11月9日（水）
06‐12時　首都圏、東海、近畿、中国、四国、九州北部、九州南部でやや多い。北海道、東北北部、東北南部、北陸信越、沖縄で少ない。
#PM2.5 #大気汚染物質 #AirPollution 続く",211451665,2022-11-08 21:17:20+00:00,ja
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",186449892,2022-11-08 21:15:36+00:00,en
"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…",1291027167661264903,2022-11-08 21:14:36+00:00,en
"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…",1497265064575123457,2022-11-08 21:14:32+00:00,en
"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…",3279975157,2022-11-08 21:13:42+00:00,en
RT @ANI: #WATCH | Smog continues to envelop Delhi-NCR amid worsening #AirPollution. Visuals from around the Delhi-Noida border. https://t.c…,1387501208865181697,2022-11-08 21:13:41+00:00,en
"#JeffGorell Protects Polluters

Jeff voted against limits on #methane gas &amp; black #carbon that cause the #Climate &amp; #AirPollution KILLING people:

https://t.co/5ziPTvRP4s

#VOTE for #Health #VenturaCounty!
Elect @CBill_delaPena Supervisor!

#CleanAir
#EnvironmentalJustice https://t.co/RM0op77NZC",1908515251,2022-11-08 21:06:40+00:00,en
"#Asean #AirPollution #trending #southeastAsia #BakarSampah #dkiJakarta #iQAir #IMF #Iphone14 #ispa #kanker #COVID19 #G20 #DosaPLTUpln #SavageJakarta 
Horor amat efek vaksinasi ya. https://t.co/UfMqXzQTvz",946363405,2022-11-08 21:06:01+00:00,in
The latest POLLUTIONSMOKERS! https://t.co/3Q6AJcHdp1 Thanks to @Caryl113 @AEACaP_BioCaP @VivekSubbiah #airpollution #cleanair,2880758602,2022-11-08 21:04:35+00:00,en
RT @ANI: #WATCH | Smog continues to envelop Delhi-NCR amid worsening #AirPollution. Visuals from around the Delhi-Noida border. https://t.c…,1534160032090030081,2022-11-08 21:03:58+00:00,en
"RT @VS0007: Delhites after #earthquake 
#AirPollution 
#harshweather

Be like-- https://t.co/7FS3oBEGiA",396503097,2022-11-08 21:01:07+00:00,en
"Delhites after #earthquake 
#AirPollution 
#harshweather

Be like-- https://t.co/7FS3oBEGiA",396503097,2022-11-08 20:58:11+00:00,en
Delhi wale Kya Kya dekhe??? #earthquake #AirPollution #LunarEclipse Kya chal Kya raha hai ? 🤨,1187417535865442304,2022-11-08 20:50:50+00:00,hi
"RT @climatecampaign: #Airpollution killed 32,000 people in the United States in 2020, and about 12,000 of those deaths were directly linked…",2157325430,2022-11-08 20:49:46+00:00,en
"That's great, the level is below 5 ugr/m3. Temperature is 14.50 C. Wind direction is undefined. Dust level #PM10 is: 2.35ugr/m3. Dust level #PM2.5 is: 1.50ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",1132632291493187586,2022-11-08 20:49:08+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1434770427017154566,2022-11-08 20:48:25+00:00,en
"@HarryHamishGray @GCHUOxford @audreydenazelle @imperialcollege @sustainable_urb @DannyYee @cycloxoxford @OxLivSts @CoHSATOxon @Urban_Turbo @DulwichCleanAir @ShimanoSteve @visitcamberwell @JAlaszewski @apchara @MicheleRagusa6 @Tara500 @AirCroxted @andrewellson @A_d_e_s_a_n_u The truth hurts so you ignore it, as you ignore the children who live, walk, wait for buses and attend schools on the roads receiving traffic displaced by LTNs. 
They're now exposed to increased traffic congestion &amp; #airpollution that stunts their lungs and shortens their lives.",975395073230811136,2022-11-08 20:48:12+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",855369860628480000,2022-11-08 20:47:56+00:00,en
RT @SpareTheAir: Help reduce #AirPollution this winter by not burning wood. Learn more about wood smoke pollution and the Wood Burning Rule…,882662043471552512,2022-11-08 20:45:26+00:00,en
"RT @AsthmaAustralia: #Airpollution can have severe health effects for those living with #asthma.  That’s children, parents, workers and gra…",1263914260062777345,2022-11-08 20:45:13+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",906575913000861696,2022-11-08 20:43:12+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",572282251,2022-11-08 20:42:19+00:00,en
Delhi wale na ghar me safe hai na baahar 😐 #earthquake #AirPollution,821334446892793857,2022-11-08 20:41:53+00:00,hi
"#earthquake Delhi #Delhi #AirPollution  and now #earthquake , 
Everything happening in #Delhi",1192044521149698049,2022-11-08 20:40:59+00:00,en
RT @CleanAirCAC: In order to create lasting solutions to #airpollution &amp; #climatechange we need to include all stakeholders in the conversa…,3134513740,2022-11-08 20:38:12+00:00,en
RT @CleanAirCAC: In order to create lasting solutions to #airpollution &amp; #climatechange we need to include all stakeholders in the conversa…,1315702536121323525,2022-11-08 20:37:39+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",887295612,2022-11-08 20:36:59+00:00,en
RT @CleanAirCAC: In order to create lasting solutions to #airpollution &amp; #climatechange we need to include all stakeholders in the conversa…,1335539963648221184,2022-11-08 20:35:47+00:00,en
"RT @HighburyLtn: Some great early research which shows Air Quality improving on main roads AS WELL AS side roads here in @IslingtonBC 
Than…",2157216183,2022-11-08 20:35:45+00:00,en
"#earthquake 
#AirPollution 
#extremetemperature

Delhi-ncr is no more livable? https://t.co/BK7rgEBv8t",396503097,2022-11-08 20:35:07+00:00,en
RT @GwneudYTro: @CleanAirForCDF @VelindreTrust @MarcPalmer75 @CardiffSave @JackieJonesWal1 @katecarrcdf @JGreen_CDF @JulieMorganLAB Over pa…,20919324,2022-11-08 20:34:54+00:00,en
"#Asean #AirPollution #trending #southeastAsia #BakarSampah #dkiJakarta #iQAir #IMF #Iphone14 #ispa #kanker #COVID19 #G20 #DosaPLTUpln #SavageJakarta 
9/11/2022 
3.32 jam durasi telah berjalan. Dan level Polusi udara tetap berada di sensor orang udara tidak sehat.. payah jakarta https://t.co/oPeik2Z809",946363405,2022-11-08 20:33:24+00:00,in
RT @GwneudYTro: @CleanAirForCDF @VelindreTrust @MarcPalmer75 @CardiffSave @JackieJonesWal1 @katecarrcdf @JGreen_CDF @JulieMorganLAB Over pa…,1257746638304657409,2022-11-08 20:32:03+00:00,en
RT @_marta_obrien: Find out more about our air quality research this Wednesday 11:30-13:30 and also about work done by our partners from @D…,804528703,2022-11-08 20:31:51+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1291455822317289473,2022-11-08 20:31:45+00:00,en
"RT @WHO: Sources of #AirPollution include:
🏭 Industry &amp; energy supply
🚘 Transport
🚜 Agricultural practices
🔥 Waste management
🏠 Household e…",785375818637799424,2022-11-08 20:28:10+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",785375818637799424,2022-11-08 20:27:34+00:00,en
RT @CleanAirCAC: In order to create lasting solutions to #airpollution &amp; #climatechange we need to include all stakeholders in the conversa…,1273957040419934208,2022-11-08 20:27:20+00:00,en
Both centre and state governments are hiding behind the thick layer of smog. #AirPollution @PMOIndia please take strict action against people responsible for this deadly pollution in India. https://t.co/G5cFFrIJwr,1904528978,2022-11-08 20:25:54+00:00,en
"@CleanAirForCDF @VelindreTrust @MarcPalmer75 @CardiffSave @JackieJonesWal1 @katecarrcdf @JGreen_CDF @JulieMorganLAB Over past weeks you can taste the pollution &amp; on sunny days, you can see the dust particles.
I’ve recently invested in an air quality monitor.
Today, 8:35am on #Coryton railway bridge walking next to idling traffic, the figures spiked!
#AirPollution @asthmalungcymru @joseph_ALUK https://t.co/8ymUaAEvFe",1278365195979689986,2022-11-08 20:24:04+00:00,en
"RT @courtghoward: Urban heat island at #COP27:
Incentive for delegates to advocate for life-saving #Adaptation solutions like:🌳🌴🌲!
⬇️heat i…",38027006,2022-11-08 20:22:54+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",244204227,2022-11-08 20:22:39+00:00,en
@adeshguptabjp @ArvindKejriwal मननीय आदेश जी पहले आप ही जवाब दे दीजिये की केंद्र में आपकी सरकार #AirPollution  को लेकर क्या कर रही है ?? और हरयाणा और उत्तरप्रदेश की सरकार #Pollution को लेकर क्या कर रही है ?? https://t.co/2mXxBUffLE,1280399801553530881,2022-11-08 20:22:37+00:00,hi
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",87624170,2022-11-08 20:21:57+00:00,en
It was delight to participate in #GeoforGood22. Have a look at my two inspiring co-speakers and my own contribution on #AirPollution in #Copenhagen. https://t.co/FpVOIq3Sei,1523683001829363714,2022-11-08 20:21:56+00:00,en
"#DYK it’s estimated that 2° of global warming will lead to an extra 153 million deaths this century from the air pollution caused by burning fossil fuels. That's why we need to work to create solutions that effectively curb #airpollution. Read more below.

https://t.co/Gtr5ytOKFw",1429824385884565511,2022-11-08 20:20:11+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,286534547,2022-11-08 20:19:20+00:00,en
"That's great, the level is below 5 ugr/m3. Temperature is 14.40 C. Wind direction is S. Dust level #PM10 is: 3.78ugr/m3. Dust level #PM2.5 is: 1.20ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",1132632291493187586,2022-11-08 20:19:05+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",248840509,2022-11-08 20:15:12+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1438782973176856576,2022-11-08 20:15:04+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",2523903076,2022-11-08 20:14:39+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1311295591369113600,2022-11-08 20:14:17+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",635750362,2022-11-08 20:12:43+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1575700757537759232,2022-11-08 20:11:58+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1293510025680478208,2022-11-08 20:11:56+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",27255837,2022-11-08 20:11:20+00:00,en
"Delhi’s #AirQuality  continues to be ‘VERY POOR’, with overall #AQI at 321 https://t.co/ybIWYJw1bF

#AirPollution #DelhiPollution",2451543571,2022-11-08 20:10:21+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",189868631,2022-11-08 20:10:00+00:00,en
RT @ANI: Punjab | Thick layer of smog envelops parts of Bathinda amid #AirPollution https://t.co/gjRtq5snGX,1291455822317289473,2022-11-08 20:06:01+00:00,en
"RT @MumsForLungs: ""Opening windows, drying washing, gardening, exercising in the garden, children’s playtime, entertaining visitors, birthd…",228460942,2022-11-08 20:03:44+00:00,en
RT @CleanAirCAC: Interested in learning how cities can create lasting solutions to #airpollution and #climatechange while including members…,1453337672747917318,2022-11-08 20:00:06+00:00,en
"""Opening windows, drying washing, gardening, exercising in the garden, children’s playtime, entertaining visitors, birthday parties - all are dominated by one person’s right to burn. No matter what the season."" #Woodburner #Ecostove #AirPollution https://t.co/30POxdhF7y",922776960698331136,2022-11-08 20:00:00+00:00,en
"RT @SEIresearch: Today is #WorldVentil8Day!

Good air flow is important to remove #AirPollutants generated inside buildings.  

The INGENIO…",266071890,2022-11-08 19:59:34+00:00,en
"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…",3999666303,2022-11-08 19:51:23+00:00,en
